标签,文本
happiness,。哈哈。。差别。//@蒋子刚与发明:[哈哈]判别一个社会是欣欣向荣还是停滞倒退，是有客观规律和特征指标可据的。。无论糞们怎么说，都不能改变，而且糞的数量也是特征指标之一。
fear,。昨晚真是惊魂儿啊，，，，刚睡着，一声轰的巨响。。。。床头上的照片掉下来了，就差那么一点点儿就砸中我的脸，当时还以为是楼上塌下来了，吓死了一只大叫爸爸过来救我~~~~~=。。= 可惜了偶滴美人兔，它的脸被砸脏了，太可怕了。。。。。同学们，今天还能看见你们真好……
disgust,。贫穷并不耻辱，耻辱的是相随的一些积习。。我也是穷人家长大的，什么苦都吃过。。但我历来不喜欢许多内地人的积弊，你让他去合法赚钱时，他是蠢才，你让他去整人时，他是天才。。中国人真正傻的极少，真正懒的也极少，许多地方的落后，皆因智力和勤奋都用在互相倾轧上了，如此导致之贫，只能说活该。
happiness,。哈哈哈哈哈哈哈哈哈哈哈哈笑疯了[偷笑][偷笑][偷笑][偷笑][偷笑][偷笑][偷笑][偷笑][偷笑][偷笑]
disgust,。这个世界永远是这样你不招惹别人，别人也会招惹你！。就像开车一样，你不撞别人，别人会来撞你…。所以说呢，对那些喜欢犯贱的人不必放在心上，放宽心，他动粗，你冷笑…。他胡闹你旁观…。长得人模人样，心理却是肮脏得堪比粪坑…。另外千千万别说这种人是朋友，顶多玩偶加小丑…
surprise,。我看第一遍看得不认真的时候，真的没注意到它的年代....。一直以为是当代的....。直到讲到冷战我tmd才悟了.....
like,。很好！。新闻就该24小时播报。。因为在不同时间节点工作和生活的人们，对新闻有不同的需求。。中国的新闻太过于统一，都得新华社发通稿，时效性差，新闻变旧闻了。。要向微博学习，只要不反动，看到什么，如实说什么，没有偏见，只讲事实。。可以百家争鸣、百花齐放。
like,。朴正洙 金希澈 韩庚 金钟云 金英云 申东熙 李晟敏 李赫宰 李东海 崔始源 金厉旭 金起范 曺圭贤 新年快乐 我最爱你们了 ~
disgust,。坑爹的体检21就检查心跳抽血血压和胸透。。。。。。身高什么视力都木有。。[奥特曼][奥特曼][奥特曼][晕]
happiness,。STIGMA=四个马?。[哈哈] [哈哈] 白痴啦 他又卖萌了 害得我截图越来越多[挖鼻屎] 原本穿外套的 后来脱掉 是太热了吗[偷笑] 人鬼殊途亏你想得出来[去]
disgust,。搜狐高清里生活大爆炸前头插那个广告真是够基情的了。。一胖子一瘦子同甘共苦，各种眼神交流。。痩：你想过我们的公司今后会怎么样么？。胖（坚定）：上市！。——原来创业就是为了有一天能上市，也就这点出息了……
happiness,。第八套广播体操是谁编的，每到跳跃运动的时候，大家的白衬衫都出来了，白花花的肚皮吖，一个又一个…[偷笑]
happiness,。在本周的给力老百姓中，有一群来自巴尔虎合唱团的孩子，他们除了带来动人的歌舞外，其中一个最年幼的小朋友还与张翰在现场进行了摔跤比赛，小小摔跤手人小技术可不赖，张翰很快就被其撂倒，而张翰作为演技一流的花样美男，就连最后摔倒在地的动作都帅气十足。。哈哈 锅地上很舒服吧[偷笑] [酷]
like,。我是幼稚了还是咋地？。居然喜欢看不符合年龄的台湾偶像剧了。。就那个吴尊主演的名字不知道，反正他子剧中叫《左以泉》。。[哼]
disgust,。大家都说要传微薄~ 最近还有僵尸粉~~ 额......。这世道。。但是不会真的有僵尸吧，到时候要带好什么呢？。对了，世界末日哦已经过了啦~[挖鼻屎]
anger,。第一句就问我想干嘛，那个老太太更夸张感觉她骂我骂的高血压都快犯了，看到我在旁边玩ipad打游戏没理她们，估计心脏病也来犯了，其实我都没打算让你们赔钱 只是让你们说声 不好意思 有那么困难的？
disgust,。中国这学习都跟受罪似的，等毕业了全都不想再看哪怕多一眼。。这样的学习不可持续啊。。但在巨大的社会环境压力之下又显得如此的无可奈何。。建议与其考证，不如多长见识。
sadness,。黄莲苦口，思念苦心，怎不让人刻骨铭心到白头！。只是，无可奈何花落去！。思绪依旧如潮水，花开花落知谁家？。走过人生的四季，思念依然浓烈，任夜风吹着我已经迷失的心踪。
disgust,。老板是个开会迷，今天刚刚上班，下午就让大家开会，要求每个人一一汇报前一阶段工作情况，然后她布置下一阶段工作。。大家议论纷纷，前一阶段不是在过春节吗？。她的所谓布置和工作要求，其实大家都知道的，一直在这样做，她说来说去不就是那么几句话么！。真是春节吃得太多了。
sadness,。不再留着你的短信不舍得删掉了，不再一遍一遍的回看我们的聊天记录了，不再眼巴巴的盯着手机期望你的电话了，不再上一整晚的QQ等你现身了，不再到处跟别人打听你的消息了，不再向好友倾诉自己的心酸了，因为倾诉过一次，已经代表，我决定放下你了。
anger,。作为一个铁路人的后代，我恨春运，它让我几乎没有一个春节和全家人一起渡过，看着新闻说某铁路职工打出大量车票，不当场卖出，怀疑是内部票，我只偷笑，其实那是农民工最需要的＂傻瓜票＂，打出来可以在几天后以最快速度卖出，而春运最大的票贩子不是站在路边兜售者，而是抓贼和维持秩序的那些人
like,。在一号线上看到条导盲犬，主人是个女孩，一路都睡的很香甜，到站时主人轻轻动了动狗狗马上站起来，一边打哈欠一边等主人，下了地铁狗狗一路领着她在人群里穿梭，避开别人的推搡和拥挤，看了有点感动，真的很有爱!
disgust,。一上微博，才知道司马南是五毛党干事，才知道方舟子是科学教教徒，才知道于建嵘是忽悠团团长，才知道最靠谱的人都不在明面上，才知道最爱国的人都是转世党，才知道明星的善心只是偶尔发之，你求他们没用，你不求他们他们反倒上赶着。
happiness,。混完升群混茶群，今晚跟那些YD〔1真的出乎我的意料〕的茶迷聊得很开心……。明天再见哦哈哈！[害羞][哈哈][哈哈][爱你][嘻嘻]
anger,。艹！！！。13庚是条不归路啊，老娘越走越远了怎么办！！！！？？？。回不去了怎么办！！！？？？。MB俩坑爹的货！！！！。还我庚澈庚花魂！！！。还我赫兔贤兔魂！！！。尼玛！！！。老娘这么下去迟早有一天变真爱啊有木有！！！。艹！！！！。排练去了！！！。出出汗冷静一下。。。。。
like,。亲爱的们，我翻了好几页微博都没看到你们写的心情和原创，满眼望去都是转发的笑话，视频，惨案神马的，作为你们的粉丝，我表示有压力，水贴要有，但要适量，我期待看到你们的原创贴，谢谢
sadness,。07年我创办河源地方门户网－万绿湖畔0762.cn，如果没走错路坚持下来会怎样？。互联网我错过了太多。
like,。最爱的秋季美剧马上各种开播了，一直希望饰演变态杀手的朴有天同学，一起看吧----嗜血法医之朴有天篇，希望下一部如你所愿
like,。吃肉不仅会伤害动物的生命，伤害自己的健康，而且还会伤害地球的寿命。。为了动物、为了自己、为了地球，我们应该不吃肉或少吃肉。。若能每年或每月制定一个禁肉节，那该多好啊！。多多放生，
disgust,。回望邵阳沉船事故，实际死亡了12人。。但再看这篇微博，以女教师的名义，赤裸裸地造谣啊！。还说得有鼻子有眼儿。。除了官方公布的12人死亡外，还有50多具尸体跑哪里去了？。那些吹捧这个微博的知识分子们，应该自杀来凑够人数。。那个获救小女生接受采访时的90多人的说法，是不是参考了这里的将近100人的说辞？
disgust,。看到路人说我笔在机场不理笔迷不知谁是衣食父母，不禁莞尔。。欲加之罪，何患无辞。。他们不知，是谁这么多年坚持走普通通道为了不辜负久候的歌迷。。他们未见，是谁在机场张开双臂以完全信任的姿态走出，对推开歌迷的保安大喊：别动，那是我的人！。他们不懂，殷勤问候合照签名都敌不过她的点头、挥手、灿笑。
surprise,。这真是碉堡了，给跪了。。[舔]@此用户已存在2011 @这就是我花园 @高思坤 @facingl @可爱的foxmail
like,。Michael Sheen as Tony Blair. Michael Sheen是个不错的演员，还演过Brian Clough。。英美没有特型演员，不过这些著名演员饰演政治人物，形似亦神似。。春节好，for a laugh.
happiness,。十种健康生活方式：少食肉，晒太阳，雨中行，常唱歌，饭后息，挺起胸，静坐思，天伦乐，步当车，行善事。。——佚名。。祝各位周末愉快，我们下周再见！
anger,。对@刘晓原律师2010 说：宜昌市伍家岗又见强拆，80岁老劳模被打断两根肋骨]有图有真相！。因为补偿不合理拒绝搬迁，湖北宜昌市伍家岗80岁劳模向启柱的家被开发商挖成了孤岛老劳模被拆迁公司雇黑社会打断了两根肋骨，胸骨骨折愤怒控诉我是劳模，当年他们叫我向铁人说我是祖国的脊梁现在却打断我的肋骨
happiness,。儿子放学了，看到我在家非常高兴！。于是也拿出一本世界名著「百万英镑」与我分享，我问他在这个故事里学到了什么！。他说，那个时代的人太看重金钱了！。我问他，和现在的人有什么区别？。他想了想说，现在的人应该看重思想。。我为小儿骄傲！。感谢马克.。吐温先生为历史留下的经典作品！
anger,。这就是湖南卫视的态度？。Selina、俞灏明现在怎么样了你知道吗？。为了节目效果就可以草菅人命？。那芒果台赶紧关门大吉吧！。呸！
like,。姐姐们的聚会！。利特 希澈 曹圭和赫在的姐姐[lxhx得瑟] 希真姐姐果然和弟弟一样 照相都这么不一样！
anger,。都新中国了我还没老婆呢~！。都新中国了我还没房子呢~！。都新中国了我股票还赔钱呢~！。都新中国了汽油还涨价呢~！。都新中国了拆迁户都特么有钱，我还看着眼红呢~！
